"Date","CRTINDEXTIER1"
2015-06-01,100
2015-07-01,98.9701257818141
2015-08-01,98.2241172841166
2015-09-01,98.4815362778864
2015-10-01,97.9898258957122
2015-11-01,99.0805295855759
2015-12-01,98.996077466776
2016-01-01,96.3264116405805
2016-02-01,95.3099819457601
2016-03-01,100.956963946299
2016-04-01,103.756198140661
2016-05-01,104.216651436817
2016-06-01,104.088368609005
2016-07-01,108.36776174998
2016-08-01,109.728495759272
2016-09-01,111.050492456884
2016-10-01,110.803028506341
2016-11-01,111.260852353389
2016-12-01,112.813834865311
2017-01-01,114.930951243415
2017-02-01,115.394887419372
2017-03-01,116.735558122309
2017-04-01,119.277813561562
2017-05-01,120.061476478041
2017-06-01,121.38368292435
2017-07-01,122.475060328677
2017-08-01,120.500942006412
2017-09-01,120.701061697615
2017-10-01,121.898501038346
2017-11-01,122.760995761807
2017-12-01,124.718984288111
2018-01-01,126.425173589328
2018-02-01,126.66783599705
2018-03-01,126.477754565298
2018-04-01,127.348796838871
2018-05-01,127.846828647301
2018-06-01,128.234900137463
2018-07-01,129.139860113128
2018-08-01,130.275621561879
2018-09-01,130.938493354745
2018-10-01,130.662339239148
2018-11-01,129.622017377907
2018-12-01,128.298193494284
2019-01-01,130.751273044117
2019-02-01,131.897614659128
2019-03-01,132.140280899211
2019-04-01,133.703302665217
2019-05-01,133.629960559693
2019-06-01,133.867614382042
2019-07-01,135.769409873245
2019-08-01,135.32801210044
2019-09-01,136.60325290912
2019-10-01,136.877337902776
2019-11-01,137.706897719809
2019-12-01,138.895948755119
2020-01-01,141.09042629214
2020-02-01,140.270826284062
2020-03-01,93.377007163961
2020-04-01,94.5400070161842
2020-05-01,111.293819048991
2020-06-01,126.927477319634
2020-07-01,122.539727681587
2020-08-01,127.172799850672
2020-09-01,129.110398327597
2020-10-01,130.963745804503
2020-11-01,137.121052262241
2020-12-01,140.579588645693
2021-01-01,142.86504238473
2021-02-01,143.231681700035
2021-03-01,142.106335409088
2021-04-01,144.836691477391
2021-05-01,145.858007143396
2021-06-01,147.690568820062
2021-07-01,148.333778687423
2021-08-01,148.859007069817
2021-09-01,150.091403901206
2021-10-01,150.133552605699
2021-11-01,150.325876836301
2021-12-01,151.085097240423
2022-01-01,150.420356751648
2022-02-01,145.627132983029
2022-03-01,143.966802344936
2022-04-01,145.785985129817
2022-05-01,141.261106256981
2022-06-01,138.724904120171
2022-07-01,144.111733982188
2022-08-01,148.155613628122
2022-09-01,143.343365855468
2022-10-01,143.034464747437
2022-11-01,145.009227766675
2022-12-01,149.372615714289
2023-01-01,155.285704557002
2023-02-01,157.44556026246
2023-03-01,156.712669077697
2023-04-01,161.436272640274
2023-05-01,164.570820395443
2023-06-01,169.436300445475
2023-07-01,174.58935150625
2023-08-01,175.697248545913
2023-09-01,178.042659920538
2023-10-01,178.788253904854
2023-11-01,182.656941224333
